5.00000e-04	1.40000e+00	0.00000e+00	1.00000e+00	1.78571e+00
1.50000e-03	1.40000e+00	0.00000e+00	1.00000e+00	1.78571e+00
2.50000e-03	1.40000e+00	0.00000e+00	1.00000e+00	1.78571e+00
3.50000e-03	1.40000e+00	0.00000e+00	1.00000e+00	1.78571e+00
4.50000e-03	1.40000e+00	0.00000e+00	1.00000e+00	1.78571e+00
5.50000e-03	1.40000e+00	0.00000e+00	1.00000e+00	1.78571e+00
6.50000e-03	1.40000e+00	0.00000e+00	1.00000e+00	1.78571e+00
7.50000e-03	1.40000e+00	0.00000e+00	1.00000e+00	1.78571e+00
8.50000e-03	1.40000e+00	0.00000e+00	1.00000e+00	1.78571e+00
9.50000e-03	1.40000e+00	0.00000e+00	1.00000e+00	1.78571e+00
1.05000e-02	1.40000e+00	0.00000e+00	1.00000e+00	1.78571e+00
1.15000e-02	1.40000e+00	0.00000e+00	1.00000e+00	1.78571e+00
1.25000e-02	1.40000e+00	0.00000e+00	1.00000e+00	1.78571e+00
1.35000e-02	1.40000e+00	0.00000e+00	1.00000e+00	1.78571e+00
1.45000e-02	1.40000e+00	0.00000e+00	1.00000e+00	1.78571e+00
1.55000e-02	1.40000e+00	0.00000e+00	1.00000e+00	1.78571e+00
1.65000e-02	1.40000e+00	0.00000e+00	1.00000e+00	1.78571e+00
1.75000e-02	1.40000e+00	0.00000e+00	1.00000e+00	1.78571e+00
1.85000e-02	1.40000e+00	0.00000e+00	1.00000e+00	1.78571e+00
1.95000e-02	1.40000e+00	0.00000e+00	1.00000e+00	1.78571e+00
2.05000e-02	1.40000e+00	0.00000e+00	1.00000e+00	1.78571e+00
2.15000e-02	1.40000e+00	0.00000e+00	1.00000e+00	1.78571e+00
2.25000e-02	1.40000e+00	0.00000e+00	1.00000e+00	1.78571e+00
2.35000e-02	1.40000e+00	0.00000e+00	1.00000e+00	1.78571e+00
2.45000e-02	1.40000e+00	0.00000e+00	1.00000e+00	1.78571e+00
2.55000e-02	1.40000e+00	0.00000e+00	1.00000e+00	1.78571e+00
2.65000e-02	1.40000e+00	0.00000e+00	1.00000e+00	1.78571e+00
2.75000e-02	1.40000e+00	0.00000e+00	1.00000e+00	1.78571e+00
2.85000e-02	1.40000e+00	0.00000e+00	1.00000e+00	1.78571e+00
2.95000e-02	1.40000e+00	0.00000e+00	1.00000e+00	1.78571e+00
3.05000e-02	1.40000e+00	0.00000e+00	1.00000e+00	1.78571e+00
3.15000e-02	1.40000e+00	0.00000e+00	1.00000e+00	1.78571e+00
3.25000e-02	1.40000e+00	0.00000e+00	1.00000e+00	1.78571e+00
3.35000e-02	1.40000e+00	0.00000e+00	1.00000e+00	1.78571e+00
3.45000e-02	1.40000e+00	0.00000e+00	1.00000e+00	1.78571e+00
3.55000e-02	1.40000e+00	0.00000e+00	1.00000e+00	1.78571e+00
3.65000e-02	1.40000e+00	0.00000e+00	1.00000e+00	1.78571e+00
3.75000e-02	1.40000e+00	0.00000e+00	1.00000e+00	1.78571e+00
3.85000e-02	1.40000e+00	0.00000e+00	1.00000e+00	1.78571e+00
3.95000e-02	1.40000e+00	0.00000e+00	1.00000e+00	1.78571e+00
4.05000e-02	1.40000e+00	0.00000e+00	1.00000e+00	1.78571e+00
4.15000e-02	1.40000e+00	0.00000e+00	1.00000e+00	1.78571e+00
4.25000e-02	1.40000e+00	0.00000e+00	1.00000e+00	1.78571e+00
4.35000e-02	1.40000e+00	0.00000e+00	1.00000e+00	1.78571e+00
4.45000e-02	1.40000e+00	0.00000e+00	1.00000e+00	1.78571e+00
4.55000e-02	1.40000e+00	0.00000e+00	1.00000e+00	1.78571e+00
