0.00000e+00	1.49316e-01	1.90939e-04	6.98014e+01	1.16868e+03
6.66667e-05	1.49317e-01	7.61582e-04	6.98021e+01	1.16869e+03
1.33333e-04	1.49317e-01	1.51620e-03	6.98021e+01	1.16869e+03
2.00000e-04	1.49317e-01	2.27026e-03	6.98021e+01	1.16869e+03
2.66667e-04	1.49317e-01	3.02443e-03	6.98021e+01	1.16869e+03
3.33333e-04	1.49317e-01	3.77860e-03	6.98022e+01	1.16869e+03
4.00000e-04	1.49317e-01	4.53276e-03	6.98022e+01	1.16869e+03
4.66667e-04	1.49318e-01	5.28693e-03	6.98022e+01	1.16869e+03
5.33333e-04	1.49318e-01	6.04110e-03	6.98022e+01	1.16869e+03
6.00000e-04	1.49318e-01	6.79527e-03	6.98022e+01	1.16869e+03
6.66667e-04	1.49318e-01	7.54943e-03	6.98022e+01	1.16869e+03
7.33333e-04	1.49318e-01	8.30360e-03	6.98023e+01	1.16869e+03
8.00000e-04	1.49318e-01	9.05777e-03	6.98023e+01	1.16869e+03
8.66667e-04	1.49318e-01	9.81194e-03	6.98023e+01	1.16869e+03
9.33333e-04	1.49318e-01	1.05661e-02	6.98024e+01	1.16869e+03
1.00000e-03	1.49318e-01	1.13203e-02	6.98024e+01	1.16869e+03
1.06667e-03	1.49318e-01	1.20745e-02	6.98024e+01	1.16869e+03
1.13333e-03	1.49318e-01	1.28286e-02	6.98025e+01	1.16869e+03
1.20000e-03	1.49318e-01	1.35828e-02	6.98025e+01	1.16869e+03
1.26667e-03	1.49318e-01	1.43370e-02	6.98026e+01	1.16869e+03
1.33333e-03	1.49318e-01	1.50912e-02	6.98026e+01	1.16869e+03
1.40000e-03	1.49318e-01	1.58454e-02	6.98027e+01	1.16869e+03
1.46667e-03	1.49318e-01	1.65995e-02	6.98027e+01	1.16869e+03
1.53333e-03	1.49318e-01	1.73537e-02	6.98028e+01	1.16869e+03
1.60000e-03	1.49319e-01	1.81079e-02	6.98028e+01	1.16869e+03
1.66667e-03	1.49319e-01	1.88621e-02	6.98029e+01	1.16869e+03
1.73333e-03	1.49319e-01	1.96163e-02	6.98030e+01	1.16869e+03
1.80000e-03	1.49319e-01	2.03705e-02	6.98030e+01	1.16869e+03
1.86667e-03	1.49319e-01	2.11247e-02	6.98031e+01	1.16869e+03
1.93333e-03	1.49319e-01	2.18789e-02	6.98032e+01	1.16869e+03
2.00000e-03	1.49319e-01	2.26331e-02	6.98033e+01	1.16869e+03
2.06667e-03	1.49319e-01	2.33873e-02	6.98033e+01	1.16869e+03
2.13333e-03	1.49319e-01	2.41415e-02	6.98034e+01	1.16869e+03
2.20000e-03	1.49320e-01	2.48957e-02	6.98035e+01	1.16869e+03
2.26667e-03	1.49320e-01	2.56499e-02	6.98036e+01	1.16869e+03
2.33333e-03	1.49320e-01	2.64041e-02	6.98037e+01	1.16869e+03
2.40000e-03	1.49320e-01	2.71583e-02	6.98038e+01	1.16869e+03
2.46667e-03	1.49320e-01	2.79125e-02	6.98038e+01	1.16870e+03
2.53333e-03	1.49320e-01	2.86667e-02	6.98039e+01	1.16870e+03
2.60000e-03	1.49320e-01	2.94209e-02	6.98040e+01	1.16870e+03
2.66667e-03	1.49320e-01	3.01752e-02	6.98041e+01	1.16870e+03
2.73333e-03	1.49321e-01	3.09294e-02	6.98042e+01	1.16870e+03
2.80000e-03	1.49321e-01	3.16836e-02	6.98043e+01	1.16870e+03
2.86667e-03	1.49321e-01	3.24378e-02	6.98044e+01	1.16870e+03
2.93333e-03	1.49321e-01	3.31921e-02	6.98046e+01	1.16870e+03
3.00000e-03	1.49321e-01	3.39463e-02	6.98047e+01	1.16870e+03
3.06667e-03	1.49321e-01	3.47006e-02	6.98048e+01	1.16870e+03
3.13333e-03	1.49322e-01	3.54548e-02	6.98049e+01	1.16870e+03
3.20000e-03	1.49322e-01	3.62090e-02	6.98050e+01	1.16870e+03
3.26667e-03	1.49322e-01	3.69633e-02	6.98051e+01	1.16870e+03
3.33333e-03	1.49322e-01	3.77175e-02	6.98053e+01	1.16870e+03
3.40000e-03	1.49322e-01	3.84718e-02	6.98054e+01	1.16870e+03
3.46667e-03	1.49323e-01	3.92261e-02	6.98055e+01	1.16870e+03
3.53333e-03	1.49323e-01	3.99803e-02	6.98057e+01	1.16870e+03
3.60000e-03	1.49323e-01	4.07346e-02	6.98058e+01	1.16870e+03
3.66667e-03	1.49323e-01	4.14889e-02	6.98059e+01	1.16871e+03
3.73333e-03	1.49323e-01	4.22431e-02	6.98061e+01	1.16871e+03
3.80000e-03	1.49324e-01	4.29974e-02	6.98062e+01	1.16871e+03
3.86667e-03	1.49324e-01	4.37517e-02	6.98064e+01	1.16871e+03
3.93333e-03	1.49324e-01	4.45060e-02	6.98065e+01	1.16871e+03
4.00000e-03	1.49324e-01	4.52603e-02	6.98066e+01	1.16871e+03
4.06667e-03	1.49325e-01	4.60146e-02	6.98068e+01	1.16871e+03
4.13333e-03	1.49325e-01	4.67689e-02	6.98070e+01	1.16871e+03
4.20000e-03	1.49325e-01	4.75232e-02	6.98071e+01	1.16871e+03
4.26667e-03	1.49325e-01	4.82775e-02	6.98073e+01	1.16871e+03
4.33333e-03	1.49325e-01	4.90318e-02	6.98074e+01	1.16871e+03
4.40000e-03	1.49326e-01	4.97861e-02	6.98076e+01	1.16871e+03
4.46667e-03	1.49326e-01	5.05404e-02	6.98078e+01	1.16871e+03
4.53333e-03	1.49326e-01	5.12948e-02	6.98079e+01	1.16872e+03
4.60000e-03	1.49327e-01	5.20491e-02	6.98081e+01	1.16872e+03
4.66667e-03	1.49327e-01	5.28034e-02	6.98083e+01	1.16872e+03
4.73333e-03	1.49327e-01	5.35578e-02	6.98085e+01	1.16872e+03
4.80000e-03	1.49327e-01	5.43121e-02	6.98086e+01	1.16872e+03
4.86667e-03	1.49328e-01	5.50665e-02	6.98088e+01	1.16872e+03
4.93333e-03	1.49328e-01	5.58208e-02	6.98090e+01	1.16872e+03
5.00000e-03	1.49328e-01	5.65752e-02	6.98092e+01	1.16872e+03
5.06667e-03	1.49328e-01	5.73296e-02	6.98094e+01	1.16872e+03
5.13333e-03	1.49329e-01	5.80840e-02	6.98096e+01	1.16872e+03
5.20000e-03	1.49329e-01	5.88383e-02	6.98098e+01	1.16872e+03
5.26667e-03	1.49329e-01	5.95927e-02	6.98100e+01	1.16872e+03
5.33333e-03	1.49330e-01	6.03471e-02	6.98102e+01	1.16873e+03
5.40000e-03	1.49330e-01	6.11015e-02	6.98104e+01	1.16873e+03
5.46667e-03	1.49330e-01	6.18559e-02	6.98106e+01	1.16873e+03
5.53333e-03	1.49331e-01	6.26103e-02	6.98108e+01	1.16873e+03
5.60000e-03	1.49331e-01	6.33647e-02	6.98110e+01	1.16873e+03
5.66667e-03	1.49331e-01	6.41191e-02	6.98112e+01	1.16873e+03
5.73333e-03	1.49332e-01	6.48736e-02	6.98114e+01	1.16873e+03
5.80000e-03	1.49332e-01	6.56280e-02	6.98116e+01	1.16873e+03
5.86667e-03	1.49332e-01	6.63824e-02	6.98119e+01	1.16873e+03
5.93333e-03	1.49333e-01	6.71369e-02	6.98121e+01	1.16874e+03
6.00000e-03	1.49333e-01	6.78913e-02	6.98123e+01	1.16874e+03
6.06667e-03	1.49333e-01	6.86458e-02	6.98125e+01	1.16874e+03
6.13333e-03	1.49334e-01	6.94002e-02	6.98128e+01	1.16874e+03
6.20000e-03	1.49334e-01	7.01547e-02	6.98130e+01	1.16874e+03
6.26667e-03	1.49334e-01	7.09092e-02	6.98132e+01	1.16874e+03
6.33333e-03	1.49335e-01	7.16637e-02	6.98135e+01	1.16874e+03
6.40000e-03	1.49335e-01	7.24182e-02	6.98137e+01	1.16874e+03
6.46667e-03	1.49335e-01	7.31726e-02	6.98139e+01	1.16874e+03
6.53333e-03	1.49336e-01	7.39271e-02	6.98142e+01	1.16875e+03
6.60000e-03	1.49336e-01	7.46817e-02	6.98144e+01	1.16875e+03
