      0.000500        3.860000       -0.810000       10.330000        6.690415
      0.001500        3.860000       -0.810000       10.330000        6.690415
      0.002500        3.860000       -0.810000       10.330000        6.690415
      0.003500        3.860000       -0.810000       10.330000        6.690415
      0.004500        3.860000       -0.810000       10.330000        6.690415
      0.005500        3.860000       -0.810000       10.330000        6.690415
      0.006500        3.860000       -0.810000       10.330000        6.690415
      0.007500        3.860000       -0.810000       10.330000        6.690415
      0.008500        3.860000       -0.810000       10.330000        6.690415
      0.009500        3.860000       -0.810000       10.330000        6.690415
      0.010500        3.860000       -0.810000       10.330000        6.690415
      0.011500        3.860000       -0.810000       10.330000        6.690415
      0.012500        3.860000       -0.810000       10.330000        6.690415
      0.013500        3.860000       -0.810000       10.330000        6.690415
      0.014500        3.860000       -0.810000       10.330000        6.690415
      0.015500        3.860000       -0.810000       10.330000        6.690415
      0.016500        3.860000       -0.810000       10.330000        6.690415
      0.017500        3.860000       -0.810000       10.330000        6.690415
      0.018500        3.860000       -0.810000       10.330000        6.690415
      0.019500        3.860000       -0.810000       10.330000        6.690415
      0.020500        3.860000       -0.810000       10.330000        6.690415
      0.021500        3.860000       -0.810000       10.330000        6.690415
      0.022500        3.860000       -0.810000       10.330000        6.690415
      0.023500        3.860000       -0.810000       10.330000        6.690415
      0.024500        3.860000       -0.810000       10.330000        6.690415
      0.025500        3.860000       -0.810000       10.330000        6.690415
      0.026500        3.860000       -0.810000       10.330000        6.690415
      0.027500        3.860000       -0.810000       10.330000        6.690415
      0.028500        3.860000       -0.810000       10.330000        6.690415
      0.029500        3.860000       -0.810000       10.330000        6.690415
      0.030500        3.860000       -0.810000       10.330000        6.690415
      0.031500        3.860000       -0.810000       10.330000        6.690415
      0.032500        3.860000       -0.810000       10.330000        6.690415
      0.033500        3.860000       -0.810000       10.330000        6.690415
      0.034500        3.860000       -0.810000       10.330000        6.690415
      0.035500        3.860000       -0.810000       10.330000        6.690415
      0.036500        3.860000       -0.810000       10.330000        6.690415
      0.037500        3.860000       -0.810000       10.330000        6.690415
      0.038500        3.860000       -0.810000       10.330000        6.690415
      0.039500        3.860000       -0.810000       10.330000        6.690415
      0.040500        3.860000       -0.810000       10.330000        6.690415
      0.041500        3.860000       -0.810000       10.330000        6.690415
      0.042500        3.860000       -0.810000       10.330000        6.690415
      0.043500        3.860000       -0.810000       10.330000        6.690415
      0.044500        3.860000       -0.810000       10.330000        6.690415
      0.045500        3.860000       -0.810000       10.330000        6.690415
      0.046500        3.860000       -0.810000       10.330000        6.690415
      0.047500        3.860000       -0.810000       10.330000        6.690415
      0.048500        3.860000       -0.810000       10.330000        6.690415
      0.049500        3.860000       -0.810000       10.330000        6.690415
      0.050500        3.860000       -0.810000       10.330000        6.690415
      0.051500        3.860000       -0.810000       10.330000        6.690415
      0.052500        3.860000       -0.810000       10.330000        6.690415
      0.053500        3.860000       -0.810000       10.330000        6.690415
      0.054500        3.860000       -0.810000       10.330000        6.690415
      0.055500        3.860000       -0.810000       10.330000        6.690415
      0.056500        3.860000       -0.810000       10.330000        6.690415
      0.057500        3.860000       -0.810000       10.330000        6.690415
      0.058500        3.860000       -0.810000       10.330000        6.690415
      0.059500        3.860000       -0.810000       10.330000        6.690415
      0.060500        3.860000       -0.810000       10.330000        6.690415
      0.061500        3.860000       -0.810000       10.330000        6.690415
      0.062500        3.860000       -0.810000       10.330000        6.690415
      0.063500        3.860000       -0.810000       10.330000        6.690415
      0.064500        3.860000       -0.810000       10.330000        6.690415
      0.065500        3.860000       -0.810000       10.330000        6.690415
      0.066500        3.860000       -0.810000       10.330000        6.690415
      0.067500        3.860000       -0.810000       10.330000        6.690415
      0.068500        3.860000       -0.810000       10.330000        6.690415
      0.069500        3.860000       -0.810000       10.330000        6.690415
      0.070500        3.860000       -0.810000       10.330000        6.690415
      0.071500        3.860000       -0.810000       10.330000        6.690415
      0.072500        3.860000       -0.810000       10.330000        6.690415
      0.073500        3.860000       -0.810000       10.330000        6.690415
      0.074500        3.860000       -0.810000       10.330000        6.690415
      0.075500        3.860000       -0.810000       10.330000        6.690415
      0.076500        3.860000       -0.810000       10.330000        6.690415
      0.077500        3.860000       -0.810000       10.330000        6.690415
      0.078500        3.860000       -0.810000       10.330000        6.690415
      0.079500        3.860000       -0.810000       10.330000        6.690415
      0.080500        3.860000       -0.810000       10.330000        6.690415
      0.081500        3.860000       -0.810000       10.330000        6.690415
      0.082500        3.860000       -0.810000       10.330000        6.690415
      0.083500        3.860000       -0.810000       10.330000        6.690415
      0.084500        3.860000       -0.810000       10.330000        6.690415
      0.085500        3.860000       -0.810000       10.330000        6.690415
      0.086500        3.860000       -0.810000       10.330000        6.690415
      0.087500        3.860000       -0.810000       10.330000        6.690415
      0.088500        3.861060       -0.810531       10.333972        6.691150
      0.089500        3.861060       -0.810531       10.333972        6.691150
      0.090500        3.861060       -0.810531       10.333972        6.691150
      0.091500        3.861060       -0.810531       10.333972        6.691150
      0.092500        3.861060       -0.810531       10.333972        6.691150
      0.093500        3.861060       -0.810531       10.333972        6.691150
      0.094500        3.861060       -0.810531       10.333972        6.691150
      0.095500        3.861060       -0.810531       10.333972        6.691150
      0.096500        3.861060       -0.810531       10.333972        6.691150
      0.097500        3.861060       -0.810531       10.333972        6.691150
      0.098500        3.861060       -0.810531       10.333972        6.691150
      0.099500        3.861060       -0.810531       10.333972        6.691150
      0.100500        3.861060       -0.810531       10.333972        6.691150
      0.101500        3.861060       -0.810531       10.333972        6.691150
      0.102500        3.861060       -0.810531       10.333972        6.691150
      0.103500        3.861060       -0.810531       10.333972        6.691150
      0.104500        3.861060       -0.810531       10.333972        6.691150
      0.105500        3.861060       -0.810531       10.333972        6.691150
      0.106500        3.861060       -0.810531       10.333972        6.691150
      0.107500        3.861060       -0.810531       10.333972        6.691150
      0.108500        3.861060       -0.810531       10.333972        6.691150
      0.109500        3.861060       -0.810531       10.333972        6.691150
      0.110500        3.861060       -0.810531       10.333972        6.691150
      0.111500        3.861060       -0.810531       10.333972        6.691150
      0.112500        3.861060       -0.810531       10.333972        6.691150
      0.113500        3.861060       -0.810531       10.333972        6.691150
      0.114500        3.861060       -0.810531       10.333972        6.691150
      0.115500        3.861060       -0.810531       10.333972        6.691150
      0.116500        3.861060       -0.810531       10.333972        6.691150
      0.117500        3.861060       -0.810531       10.333972        6.691150
      0.118500        3.861060       -0.810531       10.333972        6.691150
      0.119500        3.861060       -0.810531       10.333972        6.691150
      0.120500        3.861060       -0.810531       10.333972        6.691150
      0.121500        3.861060       -0.810531       10.333972        6.691150
      0.122500        3.861060       -0.810531       10.333972        6.691150
      0.123500        3.861060       -0.810531       10.333972        6.691150
      0.124500        3.861060       -0.810531       10.333972        6.691150
      0.125500        3.861060       -0.810531       10.333972        6.691150
      0.126500        3.861060       -0.810531       10.333972        6.691150
      0.127500        3.861060       -0.810531       10.333972        6.691150
